head,pos,lemma,freq,disp,freq_sp,freq_wr,tag,head_orig,tag_lemma
complete,Adj,complete,94,0.95,,,complete_Adj,complete,complete_Adj_complete
up to,Adv,up to,94,0.92,,,up to_Adv,up to,up to_Adv_up to
software,NoC,software,94,0.66,,,software_NoC,software,software_NoC_software
above,Adv,above,94,0.93,,,above_Adv,above,above_Adv_above
competition,NoC,competition,94,0.92,,,competition_NoC,competition,competition_NoC_competition
existing,Adj,existing,94,0.92,,,existing_Adj,existing,existing_Adj_existing
responsible,Adj,responsible,94,0.95,,,responsible_Adj,responsible,responsible_Adj_responsible
purpose,NoC,purpose,93,0.93,44,99,purpose_NoC,purpose,purpose_NoC_purpose
Sunday,NoP,Sunday,93,0.93,,,Sunday_NoP,Sunday,Sunday_NoP_Sunday
mouth,NoC,mouth,93,0.86,,,mouth_NoC,mouth,mouth_NoC_mouth
responsibility,NoC,responsibility,93,0.94,,,responsibility_NoC,responsibility,responsibility_NoC_responsibility
medical,Adj,medical,93,0.92,,,medical_Adj,medical,medical_Adj_medical
Wales,NoP,Wales,93,0.9,,,Wales_NoP,Wales,Wales_NoP_Wales
tomorrow,Adv,tomorrow,93,0.88,234,76,tomorrow_Adv,tomorrow,tomorrow_Adv_tomorrow
leader,NoC,leader,93,0.86,36,99,leader_NoC,leader,leader_NoC_leader
11,Num,11,92,0.89,,,11_Num,11,11_Num_11
stand,Verb,stand,92,0.96,114,89,stand_Verb,stand,stand_Verb_stand
extra,Adj,extra,92,0.95,,,extra_Adj,extra,extra_Adj_extra
task,NoC,task,92,0.93,,,task_NoC,task,task_NoC_task
on to,Prep,on to,92,0.94,,,on to_Prep,on to,on to_Prep_on to
piece,NoC,piece,92,0.96,120,89,piece_NoC,piece,piece_NoC_piece
think,Verb,thinking,92,0.92,179,82,think_Verb,think,think_Verb_thinking
answer,NoC,answer,92,0.95,,,answer_NoC,answer,answer_NoC_answer
blue,Adj,blue,92,0.93,,,blue_Adj,blue,blue_Adj_blue
thirty,Num,thirty,92,0.83,520,43,thirty_Num,thirty,thirty_Num_thirty
officer,NoC,officer,92,0.95,79,94,officer_NoC,officer,officer_NoC_officer
pattern,NoC,pattern,91,0.91,35,97,pattern_NoC,pattern,pattern_NoC_pattern
baby,NoC,baby,91,0.92,,,baby_NoC,baby,baby_NoC_baby
opposition,NoC,opposition,91,0.81,,,opposition_NoC,opposition,opposition_NoC_opposition
whole,NoC,whole,91,0.95,,,whole_NoC,whole,whole_NoC_whole
method,NoC,method,91,0.92,27,98,method_NoC,method,method_NoC_method
Charles,NoP,Charles,91,0.88,,,Charles_NoP,Charles,Charles_NoP_Charles
campaign,NoC,campaign,91,0.89,,,campaign_NoC,campaign,campaign_NoC_campaign
ability,NoC,ability,91,0.94,,,ability_NoC,ability,ability_NoC_ability
eventually,Adv,eventually,91,0.97,,,eventually_Adv,eventually,eventually_Adv_eventually
lead,Verb,lead,91,0.96,38,97,lead_Verb,lead,lead_Verb_lead
miss,NoC,miss,91,0.85,,,miss_NoC,miss,miss_NoC_miss
appeal,NoC,appeal,91,0.82,,,appeal_NoC,appeal,appeal_NoC_appeal
arm,NoC,arm,91,0.89,36,98,arm_NoC,arm,arm_NoC_arm
hot,Adj,hot,91,0.94,,,hot_Adj,hot,hot_Adj_hot
remain,Verb,remained,91,0.93,8,101,remain_Verb,remain,remain_Verb_remained
skill,NoC,skills,91,0.91,,,skill_NoC,skill,skill_NoC_skills
buy,Verb,bought,91,0.93,194,79,buy_Verb,buy,buy_Verb_bought
place,NoC,places,91,0.97,91,91,place_NoC,place,place_NoC_places
highly,Adv,highly,91,0.94,,,highly_Adv,highly,highly_Adv_highly
source,NoC,source,91,0.94,19,99,source_NoC,source,source_NoC_source
charge,NoC,charge,90,0.91,,,charge_NoC,charge,charge_NoC_charge
once,Conj,once,90,0.97,,,once_Conj,once,once_Conj_once
remain,Verb,remain,90,0.95,23,98,remain_Verb,remain,remain_Verb_remain
surface,NoC,surface,90,0.92,,,surface_NoC,surface,surface_NoC_surface
lack,NoC,lack,90,0.95,,,lack_NoC,lack,lack_NoC_lack
division,NoC,division,90,0.91,,,division_NoC,division,division_NoC_division
old,Adj,older,90,0.92,66,92,old_Adj,old,old_Adj_older
bill,NoC,bill,90,0.83,,,bill_NoC,bill,bill_NoC_bill
trouble,NoC,trouble,89,0.94,,,trouble_NoC,trouble,trouble_NoC_trouble
type,NoC,types,89,0.92,37,95,type_NoC,type,type_NoC_types
attempt,NoC,attempt,89,0.94,,,attempt_NoC,attempt,attempt_NoC_attempt
suggest,Verb,suggest,89,0.94,77,90,suggest_Verb,suggest,suggest_Verb_suggest
want,Verb,wants,89,0.93,197,76,want_Verb,want,want_Verb_wants
peace,NoC,peace,89,0.89,,,peace_NoC,peace,peace_NoC_peace
fail,Verb,failed,89,0.95,23,96,fail_Verb,fail,fail_Verb_failed
slightly,Adv,slightly,89,0.95,,,slightly_Adv,slightly,slightly_Adv_slightly
demand,NoC,demand,89,0.89,,,demand_NoC,demand,demand_NoC_demand
disease,NoC,disease,89,0.77,,,disease_NoC,disease,disease_NoC_disease
male,Adj,male,89,0.72,,,male_Adj,male,male_Adj_male
method,NoC,methods,89,0.91,16,98,method_NoC,method,method_NoC_methods
equipment,NoC,equipment,89,0.93,,,equipment_NoC,equipment,equipment_NoC_equipment
fully,Adv,fully,89,0.95,,,fully_Adv,fully,fully_Adv_fully
officer,NoC,officers,89,0.92,87,89,officer_NoC,officer,officer_NoC_officers
move,Verb,moving,89,0.97,96,88,move_Verb,move,move_Verb_moving
past,Adj,past,89,0.93,,,past_Adj,past,past_Adj_past
hit,Verb,hit,88,0.92,,,hit_Verb,hit,hit_Verb_hit
Christmas,NoC,Christmas,88,0.89,194,76,Christmas_NoC,Christmas,Christmas_NoC_Christmas
sale,NoC,sale,88,0.88,,,sale_NoC,sale,sale_NoC_sale
otherwise,Adv,otherwise,88,0.95,,,otherwise_Adv,otherwise,otherwise_Adv_otherwise
policy,NoC,policies,88,0.91,58,92,policy_NoC,policy,policy_NoC_policies
interested,Adj,interested,88,0.97,,,interested_Adj,interested,interested_Adj_interested
compare,Verb,compared,88,0.91,,,compare_Verb,compare,compare_Verb_compared
status,NoC,status,88,0.92,,,status_NoC,status,status_NoC_status
window,NoC,windows,88,0.83,52,92,window_NoC,window,window_NoC_windows
directly,Adv,directly,88,0.95,,,directly_Adv,directly,directly_Adv_directly
arrive,Verb,arrived,88,0.94,,,arrive_Verb,arrive,arrive_Verb_arrived
happen,Verb,happen,88,0.95,156,80,happen_Verb,happen,happen_Verb_happen
post,NoC,post,88,0.93,,,post_NoC,post,post_NoC_post
West,NoP,West,88,0.9,,,West_NoP,West,West_NoP_West
below,Adv,below,88,0.94,,,below_Adv,below,below_Adv_below
ii,Num,ii,88,0.9,,,ii_Num,ii,ii_Num_ii
no longer,Adv,no longer,88,0.97,,,no longer_Adv,no longer,no longer_Adv_no longer
hardly,Adv,hardly,88,0.94,,,hardly_Adv,hardly,hardly_Adv_hardly
like,Adv,like,88,0.66,784,7,like_Adv,like,like_Adv_like
box,NoC,box,88,0.94,129,83,box_NoC,box,box_NoC_box
deal,NoC,deal,88,0.94,,,deal_NoC,deal,deal_NoC_deal
firm,NoC,firm,88,0.87,35,94,firm_NoC,firm,firm_NoC_firm
show,NoC,show,87,0.91,,,show_NoC,show,show_NoC_show
variety,NoC,variety,87,0.93,,,variety_NoC,variety,variety_NoC_variety
direction,NoC,direction,87,0.96,,,direction_NoC,direction,direction_NoC_direction
sector,NoC,sector,87,0.9,,,sector_NoC,sector,sector_NoC_sector
return,NoC,return,87,0.94,,,return_NoC,return,return_NoC_return
run,Verb,ran,87,0.91,40,93,run_Verb,run,run_Verb_ran
essential,Adj,essential,87,0.93,,,essential_Adj,essential,essential_Adj_essential
beautiful,Adj,beautiful,87,0.93,,,beautiful_Adj,beautiful,beautiful_Adj_beautiful
provision,NoC,provision,87,0.9,,,provision_NoC,provision,provision_NoC_provision
factor,NoC,factors,87,0.91,32,93,factor_NoC,factor,factor_NoC_factors
radio,NoC,radio,87,0.93,,,radio_NoC,radio,radio_NoC_radio
teacher,NoC,teacher,87,0.9,67,90,teacher_NoC,teacher,teacher_NoC_teacher
civil,Adj,civil,87,0.92,,,civil_Adj,civil,civil_Adj_civil
even if,Conj,even if,87,0.97,,,even if_Conj,even if,even if_Conj_even if
i,Num,i,86,0.91,,,i_Num,i,i_Num_i
context,NoC,context,86,0.9,,,context_NoC,context,context_NoC_context
mum,NoC,mum,86,0.76,410,48,mum_NoC,mum,mum_NoC_mum
animal,NoC,animals,86,0.89,40,91,animal_NoC,animal,animal_NoC_animals
kill,Verb,killed,86,0.91,40,91,kill_Verb,kill,kill_Verb_killed
completely,Adv,completely,86,0.97,,,completely_Adv,completely,completely_Adv_completely
primary,Adj,primary,86,0.78,,,primary_Adj,primary,primary_Adj_primary
place,Verb,placed,86,0.96,17,94,place_Verb,place,place_Verb_placed
fifty,Num,fifty,86,0.79,519,36,fifty_Num,fifty,fifty_Num_fifty
past,NoC,past,86,0.97,,,past_NoC,past,past_NoC_past
safety,NoC,safety,86,0.93,,,safety_NoC,safety,safety_NoC_safety
character,NoC,character,86,0.94,,,character_NoC,character,character_NoC_character
wait,Verb,waiting,86,0.91,76,88,wait_Verb,wait,wait_Verb_waiting
develop,Verb,develop,86,0.93,37,92,develop_Verb,develop,develop_Verb_develop
base,NoC,base,86,0.94,,,base_NoC,base,base_NoC_base
tea,NoC,tea,86,0.9,172,76,tea_NoC,tea,tea_NoC_tea
Oxford,NoP,Oxford,86,0.77,,,Oxford_NoP,Oxford,Oxford_NoP_Oxford
culture,NoC,culture,86,0.9,,,culture_NoC,culture,culture_NoC_culture
sit,Verb,sit,86,0.91,209,72,sit_Verb,sit,sit_Verb_sit
introduce,Verb,introduced,86,0.94,,,introduce_Verb,introduce,introduce_Verb_introduced
catch,Verb,caught,86,0.92,,,catch_Verb,catch,catch_Verb_caught
love,Verb,love,86,0.91,132,81,love_Verb,love,love_Verb_love
weight,NoC,weight,85,0.93,,,weight_NoC,weight,weight_NoC_weight
future,Adj,future,85,0.94,,,future_Adj,future,future_Adj_future
create,Verb,created,85,0.94,23,92,create_Verb,create,create_Verb_created
obvious,Adj,obvious,85,0.96,,,obvious_Adj,obvious,obvious_Adj_obvious
brother,NoC,Brother,85,0.93,,,brother_NoC,brother,brother_NoC_Brother
other,NoC,other,85,0.97,60,88,other_NoC,other,other_NoC_other
States,NoP,States,85,0.89,,,States_NoP,States,States_NoP_States
1987,Num,1987,85,0.88,,,1987_Num,1987,1987_Num_1987
discussion,NoC,discussion,85,0.93,,,discussion_NoC,discussion,discussion_NoC_discussion
start,NoC,start,85,0.96,,,start_NoC,start,start_NoC_start
let's,VMod,let's,84,0.85,401,48,let's_VMod,let's,let's_VMod_let's
know,Verb,knows,84,0.94,122,80,know_Verb,know,know_Verb_knows
machine,NoC,machine,84,0.91,,,machine_NoC,machine,machine_NoC_machine
wait,Verb,wait,84,0.91,166,74,wait_Verb,wait,wait_Verb_wait
provide,Verb,provides,84,0.91,13,92,provide_Verb,provide,provide_Verb_provides
afternoon,NoC,afternoon,84,0.93,,,afternoon_NoC,afternoon,afternoon_NoC_afternoon
none,Pron,none,84,0.96,,,none_Pron,none,none_Pron_none
fair,Adj,fair,84,0.96,,,fair_Adj,fair,fair_Adj_fair
William,NoP,William,84,0.88,,,William_NoP,William,William_NoP_William
sell,Verb,sold,84,0.94,63,87,sell_Verb,sell,sell_Verb_sold
environmental,Adj,environmental,84,0.8,,,environmental_Adj,environmental,environmental_Adj_environmental
February,NoP,February,84,0.9,,,February_NoP,February,February_NoP_February
claim,Verb,claimed,83,0.89,13,91,claim_Verb,claim,claim_Verb_claimed
learn,Verb,learn,83,0.96,85,83,learn_Verb,learn,learn_Verb_learn
league,NoC,league,83,0.84,,,league_NoC,league,league_NoC_league
positive,Adj,positive,83,0.92,,,positive_Adj,positive,positive_Adj_positive
sex,NoC,sex,83,0.92,,,sex_NoC,sex,sex_NoC_sex
organisation,NoC,organisation,83,0.89,,,organisation_NoC,organisation,organisation_NoC_organisation
argument,NoC,argument,83,0.92,,,argument_NoC,argument,argument_NoC_argument
truth,NoC,truth,83,0.93,,,truth_NoC,truth,truth_NoC_truth
Saturday,NoP,Saturday,83,0.89,,,Saturday_NoP,Saturday,Saturday_NoP_Saturday
up,Prep,up,83,0.91,,,up_Prep,up,up_Prep_up
normally,Adv,normally,83,0.95,,,normally_Adv,normally,normally_Adv_normally
family,NoC,families,83,0.93,43,88,family_NoC,family,family_NoC_families
win,Verb,win,83,0.9,69,85,win_Verb,win,win_Verb_win
condition,NoC,condition,83,0.93,22,90,condition_NoC,condition,condition_NoC_condition
tree,NoC,trees,83,0.93,,,tree_NoC,tree,tree_NoC_trees
born,Verb,born,82,0.9,,,born_Verb,born,born_Verb_born
enough,DetP,enough,82,0.96,,,enough_DetP,enough,enough_DetP_enough
kitchen,NoC,kitchen,82,0.89,,,kitchen_NoC,kitchen,kitchen_NoC_kitchen
principle,NoC,principle,82,0.91,,,principle_NoC,principle,principle_NoC_principle
share,NoC,share,82,0.87,28,88,share_NoC,share,share_NoC_share
budget,NoC,budget,82,0.85,,,budget_NoC,budget,budget_NoC_budget
rule,NoC,rule,82,0.9,41,86,rule_NoC,rule,rule_NoC_rule
live,Verb,lived,82,0.95,81,82,live_Verb,live,live_Verb_lived
exchange,NoC,exchange,82,0.89,,,exchange_NoC,exchange,exchange_NoC_exchange
player,NoC,players,82,0.86,,,player_NoC,player,player_NoC_players
cash,NoC,cash,82,0.91,,,cash_NoC,cash,cash_NoC_cash
library,NoC,library,82,0.88,,,library_NoC,library,library_NoC_library
transport,NoC,transport,82,0.92,,,transport_NoC,transport,transport_NoC_transport
senior,Adj,senior,82,0.92,,,senior_Adj,senior,senior_Adj_senior
believe,Verb,believed,82,0.96,17,90,believe_Verb,believe,believe_Verb_believed
works,NoC,works,82,0.87,,,works_NoC,works,works_NoC_works
minute,NoC,minute,82,0.91,219,66,minute_NoC,minute,minute_NoC_minute
create,Verb,create,82,0.94,34,87,create_Verb,create,create_Verb_create
agree,Verb,agree,82,0.88,144,75,agree_Verb,agree,agree_Verb_agree
add,Verb,add,82,0.93,108,79,add_Verb,add,add_Verb_add
nuclear,Adj,nuclear,81,0.83,,,nuclear_Adj,nuclear,nuclear_Adj_nuclear
turn,NoC,turn,81,0.97,,,turn_NoC,turn,turn_NoC_turn
18,Num,18,81,0.89,,,18_Num,18,18_Num_18
balance,NoC,balance,81,0.93,,,balance_NoC,balance,balance_NoC_balance
annual,Adj,annual,81,0.93,,,annual_Adj,annual,annual_Adj_annual
duty,NoC,duty,81,0.9,,,duty_NoC,duty,duty_NoC_duty
version,NoC,version,81,0.84,,,version_NoC,version,version_NoC_version
front,NoC,front,81,0.93,,,front_NoC,front,front_NoC_front
english,NoC,english,81,0.9,,,english_NoC,english,english_NoC_english
feature,NoC,features,81,0.93,,,feature_NoC,feature,feature_NoC_features
16,Num,16,81,0.9,,,16_Num,16,16_Num_16
sit,Verb,sitting,81,0.91,117,77,sit_Verb,sit,sit_Verb_sitting
no one,Pron,no one,81,0.92,,,no one_Pron,no one,no one_Pron_no one
best,Adv,best,81,0.96,,,best_Adv,best,best_Adv_best
pupil,NoC,pupils,81,0.86,,,pupil_NoC,pupil,pupil_NoC_pupils
9,Num,9,80,0.9,,,9_Num,9,9_Num_9
avoid,Verb,avoid,80,0.96,,,avoid_Verb,avoid,avoid_Verb_avoid
14,Num,14,80,0.89,,,14_Num,14,14_Num_14
medium,NoC,media,80,0.88,,,medium_NoC,medium,medium_NoC_media
influence,NoC,influence,80,0.92,,,influence_NoC,influence,influence_NoC_influence
boy,NoC,boys,80,0.94,78,81,boy_NoC,boy,boy_NoC_boys
present,Verb,presented,80,0.93,,,present_Verb,present,present_Verb_presented
protection,NoC,protection,80,0.92,,,protection_NoC,protection,protection_NoC_protection
dog,NoC,dog,80,0.88,128,75,dog_NoC,dog,dog_NoC_dog
Speaker,NoC,Speaker,80,0.58,,,Speaker_NoC,Speaker,Speaker_NoC_Speaker
presence,NoC,presence,80,0.93,,,presence_NoC,presence,presence_NoC_presence
matter,NoC,matters,80,0.93,47,84,matter_NoC,matter,matter_NoC_matters
send,Verb,send,80,0.96,137,74,send_Verb,send,send_Verb_send
individual,NoC,individuals,80,0.91,,,individual_NoC,individual,individual_NoC_individuals
course,NoC,courses,80,0.84,34,86,course_NoC,course,course_NoC_courses
deep,Adj,deep,79,0.94,,,deep_Adj,deep,deep_Adj_deep
finish,Verb,finished,79,0.93,155,70,finish_Verb,finish,finish_Verb_finished
accept,Verb,accepted,79,0.96,37,84,accept_Verb,accept,accept_Verb_accepted
Smith,NoP,Smith,79,0.89,,,Smith_NoP,Smith,Smith_NoP_Smith
form,Verb,form,79,0.94,25,85,form_Verb,form,form_Verb_form
marriage,NoC,marriage,79,0.92,,,marriage_NoC,marriage,marriage_NoC_marriage
slowly,Adv,slowly,79,0.89,,,slowly_Adv,slowly,slowly_Adv_slowly
1986,Num,1986,79,0.88,,,1986_Num,1986,1986_Num_1986
achieve,Verb,achieved,79,0.94,24,86,achieve_Verb,achieve,achieve_Verb_achieved
relatively,Adv,relatively,79,0.92,,,relatively_Adv,relatively,relatively_Adv_relatively
p,Lett,p,79,0.83,359,47,p_Lett,p,p_Lett_p
share,NoC,shares,79,0.84,19,86,share_NoC,share,share_NoC_shares
review,NoC,review,79,0.9,,,review_NoC,review,review_NoC_review
Robert,NoP,Robert,79,0.9,,,Robert_NoP,Robert,Robert_NoP_Robert
huge,Adj,huge,79,0.95,,,huge_Adj,huge,huge_Adj_huge
letter,NoC,letters,79,0.96,59,81,letter_NoC,letter,letter_NoC_letters
close,Verb,closed,79,0.91,,,close_Verb,close,close_Verb_closed
August,NoP,August,79,0.9,,,August_NoP,August,August_NoP_August
explain,Verb,explain,79,0.96,67,81,explain_Verb,explain,explain_Verb_explain
apply,Verb,apply,79,0.9,46,83,apply_Verb,apply,apply_Verb_apply
commercial,Adj,commercial,79,0.93,,,commercial_Adj,commercial,commercial_Adj_commercial
relevant,Adj,relevant,79,0.89,,,relevant_Adj,relevant,relevant_Adj_relevant
cover,Verb,covered,79,0.96,53,82,cover_Verb,cover,cover_Verb_covered
survey,NoC,survey,79,0.91,,,survey_NoC,survey,survey_NoC_survey
stone,NoC,stone,79,0.93,,,stone_NoC,stone,stone_NoC_stone
get,Verb,gets,78,0.92,204,63,get_Verb,get,get_Verb_gets
Africa,NoP,Africa,78,0.88,,,Africa_NoP,Africa,Africa_NoP_Africa
live,Verb,living,78,0.96,74,79,live_Verb,live,live_Verb_living
function,NoC,function,78,0.9,,,function_NoC,function,function_NoC_function
late,Adj,later,78,0.93,33,83,late_Adj,late,late_Adj_later
apparently,Adv,apparently,78,0.96,,,apparently_Adv,apparently,apparently_Adv_apparently
due to,Prep,due to,78,0.94,,,due to_Prep,due to,due to_Prep_due to
executive,NoC,executive,78,0.91,,,executive_NoC,executive,executive_NoC_executive
difference,NoC,differences,78,0.9,20,85,difference_NoC,difference,difference_NoC_differences
latter,DetP,latter,78,0.93,,,latter_DetP,latter,latter_DetP_latter
speech,NoC,speech,78,0.92,,,speech_NoC,speech,speech_NoC_speech
life,NoC,lives,78,0.96,41,83,life_NoC,life,life_NoC_lives
return,Verb,return,78,0.96,18,84,return_Verb,return,return_Verb_return
failure,NoC,failure,78,0.94,,,failure_NoC,failure,failure_NoC_failure
collection,NoC,collection,78,0.89,,,collection_NoC,collection,collection_NoC_collection
benefit,NoC,benefit,78,0.91,,,benefit_NoC,benefit,benefit_NoC_benefit
aid,NoC,aid,78,0.89,,,aid_NoC,aid,aid_NoC_aid
effort,NoC,effort,78,0.96,,,effort_NoC,effort,effort_NoC_effort
regional,Adj,regional,78,0.9,,,regional_Adj,regional,regional_Adj_regional
practical,Adj,practical,77,0.93,,,practical_Adj,practical,practical_Adj_practical
become,Verb,becomes,77,0.94,36,82,become_Verb,become,become_Verb_becomes
25,Num,25,77,0.89,,,25_Num,25,25_Num_25
bar,NoC,bar,77,0.92,,,bar_NoC,bar,bar_NoC_bar
report,NoC,reports,77,0.91,48,80,report_NoC,report,report_NoC_reports
Queen,NoC,Queen,77,0.93,,,Queen_NoC,Queen,Queen_NoC_Queen
chair,NoC,chair,77,0.9,,,chair_NoC,chair,chair_NoC_chair
horse,NoC,horse,77,0.86,,,horse_NoC,horse,horse_NoC_horse
student,NoC,student,77,0.89,25,82,student_NoC,student,student_NoC_student
official,Adj,official,77,0.91,,,official_Adj,official,official_Adj_official
subject,NoC,subjects,77,0.86,19,84,subject_NoC,subject,subject_NoC_subjects
text,NoC,text,77,0.88,,,text_NoC,text,text_NoC_text
reference,NoC,reference,77,0.9,,,reference_NoC,reference,reference_NoC_reference
career,NoC,career,77,0.93,,,career_NoC,career,career_NoC_career
attack,NoC,attack,77,0.92,,,attack_NoC,attack,attack_NoC_attack
appear,Verb,appears,77,0.94,22,83,appear_Verb,appear,appear_Verb_appears
separate,Adj,separate,77,0.95,,,separate_Adj,separate,separate_Adj_separate
progress,NoC,progress,76,0.94,,,progress_NoC,progress,progress_NoC_progress
13,Num,13,76,0.89,,,13_Num,13,13_Num_13
smile,Verb,smiled,76,0.8,,,smile_Verb,smile,smile_Verb_smiled
studio,NoC,studio,76,0.48,,,studio_NoC,studio,studio_NoC_studio
name,NoC,names,76,0.96,68,77,name_NoC,name,name_NoC_names
key,Adj,key,76,0.93,,,key_Adj,key,key_Adj_key
large,Adj,larger,76,0.94,24,82,large_Adj,large,large_Adj_larger
sell,Verb,sell,76,0.94,117,72,sell_Verb,sell,sell_Verb_sell
stock,NoC,stock,76,0.92,,,stock_NoC,stock,stock_NoC_stock
put,Verb,putting,76,0.95,153,67,put_Verb,put,put_Verb_putting
open,Verb,open,76,0.96,81,76,open_Verb,open,open_Verb_open
cell,NoC,cells,76,0.76,,,cell_NoC,cell,cell_NoC_cells
holiday,NoC,holiday,76,0.92,,,holiday_NoC,holiday,holiday_NoC_holiday
early,Adv,early,76,0.97,,,early_Adv,early,early_Adv_early
merely,Adv,merely,76,0.95,,,merely_Adv,merely,merely_Adv_merely
memory,NoC,memory,76,0.92,,,memory_NoC,memory,memory_NoC_memory
state,NoC,states,76,0.87,20,83,state_NoC,state,state_NoC_states
help,Verb,helped,76,0.96,34,81,help_Verb,help,help_Verb_helped
visit,NoC,visit,76,0.88,,,visit_NoC,visit,visit_NoC_visit
politics,NoC,politics,75,0.91,,,politics_NoC,politics,politics_NoC_politics
understanding,NoC,understanding,75,0.92,,,understanding_NoC,understanding,understanding_NoC_understanding
edge,NoC,edge,75,0.94,,,edge_NoC,edge,edge_NoC_edge
facility,NoC,facilities,75,0.92,,,facility_NoC,facility,facility_NoC_facilities
car,NoC,cars,75,0.9,78,75,car_NoC,car,car_NoC_cars
remain,Verb,remains,75,0.94,13,82,remain_Verb,remain,remain_Verb_remains
receive,Verb,receive,75,0.94,38,79,receive_Verb,receive,receive_Verb_receive
opinion,NoC,opinion,75,0.94,,,opinion_NoC,opinion,opinion_NoC_opinion
expression,NoC,expression,75,0.91,,,expression_NoC,expression,expression_NoC_expression
eat,Verb,eat,75,0.9,170,65,eat_Verb,eat,eat_Verb_eat
chief,Adj,chief,75,0.93,,,chief_Adj,chief,chief_Adj_chief
sister,NoC,sister,75,0.91,,,sister_NoC,sister,sister_NoC_sister
district,NoC,district,75,0.89,,,district_NoC,district,district_NoC_district
mhm,Int,mhm,75,0.59,722,0,mhm_Int,mhm,mhm_Int_mhm
corner,NoC,corner,75,0.93,,,corner_NoC,corner,corner_NoC_corner
value,NoC,values,75,0.9,15,82,value_NoC,value,value_NoC_values
image,NoC,image,75,0.93,,,image_NoC,image,image_NoC_image
manage,Verb,managed,75,0.96,,,manage_Verb,manage,manage_Verb_managed
due,Adj,due,75,0.93,,,due_Adj,due,due_Adj_due
firm,NoC,firms,75,0.87,23,81,firm_NoC,firm,firm_NoC_firms
instead,Adv,instead,75,0.96,,,instead_Adv,instead,instead_Adv_instead
draw,Verb,drawn,75,0.97,28,81,draw_Verb,draw,draw_Verb_drawn
regular,Adj,regular,75,0.95,,,regular_Adj,regular,regular_Adj_regular
begin,Verb,begin,75,0.96,33,80,begin_Verb,begin,begin_Verb_begin
decision,NoC,decisions,75,0.92,37,80,decision_NoC,decision,decision_NoC_decisions
for instance,Adv,for instance,74,0.93,,,for instance_Adv,for instance,for instance_Adv_for instance
scale,NoC,scale,74,0.93,,,scale_NoC,scale,scale_NoC_scale
race,NoC,race,74,0.9,,,race_NoC,race,race_NoC_race
join,Verb,join,74,0.96,59,76,join_Verb,join,join_Verb_join
benefit,NoC,benefits,74,0.92,,,benefit_NoC,benefit,benefit_NoC_benefits
impact,NoC,impact,74,0.92,,,impact_NoC,impact,impact_NoC_impact
Henry,NoP,Henry,74,0.86,,,Henry_NoP,Henry,Henry_NoP_Henry
1985,Num,1985,74,0.88,,,1985_Num,1985,1985_Num_1985
force,Verb,forced,74,0.95,,,force_Verb,force,force_Verb_forced
trust,NoC,trust,74,0.89,,,trust_NoC,trust,trust_NoC_trust
view,NoC,views,74,0.94,43,78,view_NoC,view,view_NoC_views
spend,Verb,spend,74,0.96,103,71,spend_Verb,spend,spend_Verb_spend
ball,NoC,ball,74,0.91,,,ball_NoC,ball,ball_NoC_ball
alone,Adv,alone,74,0.96,,,alone_Adv,alone,alone_Adv_alone
quarter,NoC,quarter,74,0.82,,,quarter_NoC,quarter,quarter_NoC_quarter
additional,Adj,additional,74,0.93,,,additional_Adj,additional,additional_Adj_additional
voice,Verb,voice,74,0.25,,,voice_Verb,voice,voice_Verb_voice
inside,Prep,inside,74,0.93,,,inside_Prep,inside,inside_Prep_inside
plant,NoC,plant,74,0.9,,,plant_NoC,plant,plant_NoC_plant
gold,NoC,gold,74,0.94,,,gold_NoC,gold,gold_NoC_gold
dad,NoC,dad,73,0.81,268,51,dad_NoC,dad,dad_NoC_dad
feeling,NoC,feeling,73,0.94,,,feeling_NoC,feeling,feeling_NoC_feeling
small,Adj,smaller,73,0.96,42,77,small_Adj,small,small_Adj_smaller
increase,Verb,increased,73,0.92,23,79,increase_Verb,increase,increase_Verb_increased
end,Verb,ended,73,0.75,23,78,end_Verb,end,end_Verb_ended
as to,Prep,as to,73,0.9,,,as to_Prep,as to,as to_Prep_as to
railway,NoC,railway,73,0.85,,,railway_NoC,railway,railway_NoC_railway
stand,Verb,standing,73,0.92,63,74,stand_Verb,stand,stand_Verb_standing
increase,Verb,increase,73,0.93,44,76,increase_Verb,increase,increase_Verb_increase
gas,NoC,gas,73,0.91,,,gas_NoC,gas,gas_NoC_gas
possibly,Adv,possibly,73,0.97,,,possibly_Adv,possibly,possibly_Adv_possibly
affair,NoC,affairs,73,0.83,,,affair_NoC,affair,affair_NoC_affairs
somebody,Pron,somebody,73,0.83,409,34,somebody_Pron,somebody,somebody_Pron_somebody
clothes,NoC,clothes,73,0.91,,,clothes_NoC,clothes,clothes_NoC_clothes
aspect,NoC,aspects,73,0.92,,,aspect_NoC,aspect,aspect_NoC_aspects
advantage,NoC,advantage,73,0.95,,,advantage_NoC,advantage,advantage_NoC_advantage
foot,NoC,foot,73,0.94,84,72,foot_NoC,foot,foot_NoC_foot
largely,Adv,largely,73,0.92,,,largely_Adv,largely,largely_Adv_largely
associate,Verb,associated,73,0.9,,,associate_Verb,associate,associate_Verb_associated
s,Lett,s,73,0.87,277,51,s_Lett,s,s_Lett_s
pain,NoC,pain,73,0.93,,,pain_NoC,pain,pain_NoC_pain
active,Adj,active,73,0.91,,,active_Adj,active,active_Adj_active
join,Verb,joined,72,0.95,31,77,join_Verb,join,join_Verb_joined
